passenger_count,pickup_ID,dropoff_ID,request_time_sec,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
3,28,1950,39726,40.72193908691406,-73.98732757568358,40.72117233276367,-74.00995635986328
1,29,1951,39726,40.71443176269531,-74.0148696899414,40.74266815185546,-74.00776672363281
1,30,1952,39736,40.714946746826165,-74.0099105834961,40.7236557006836,-74.00003051757811
1,31,1953,39737,40.711441040039055,-74.01612091064453,40.715614318847656,-74.00943756103516
1,32,1954,39748,40.73972702026367,-74.00529479980467,40.73059844970703,-74.00896453857422
1,33,1955,39748,40.7362060546875,-73.9978256225586,40.72841644287109,-74.00536346435547
1,34,1956,39751,40.70402145385742,-74.00685119628906,40.709671020507805,-74.01334381103516
1,35,1957,39760,40.71431350708008,-74.00841522216798,40.720176696777344,-73.99915313720702
1,36,1958,39764,40.72039031982422,-74.00840759277344,40.7293701171875,-74.00685119628906
1,37,1959,39766,40.71588134765625,-74.0037612915039,40.72077178955078,-73.99846649169923
5,38,1960,39772,40.719337463378906,-73.99727630615233,40.732181549072266,-73.99844360351561
1,39,1961,39775,40.70952987670898,-74.01084136962889,40.715919494628906,-74.00154113769531
4,40,1962,39780,40.72201919555664,-74.00826263427734,40.73273849487305,-74.00641632080078
1,41,1963,39788,40.71636581420898,-74.01293182373048,40.72277069091797,-74.00929260253906
1,42,1964,39794,40.724830627441406,-73.98139190673827,40.720020294189446,-74.00560760498048
1,43,1965,39817,40.73520278930664,-74.00611114501953,40.734806060791016,-73.9948959350586
1,44,1966,39831,40.719776153564446,-74.00025939941406,40.7394905090332,-74.00811004638672
2,45,1967,39835,40.714969635009766,-74.00225067138672,40.71139144897461,-74.01515197753906
1,46,1968,39843,40.73039627075195,-74.0026092529297,40.73036956787109,-74.00257110595702
1,47,1969,39847,40.71799850463867,-73.99085998535155,40.739402770996094,-74.00192260742188
1,48,1970,39854,40.71383666992188,-74.01420593261719,40.715309143066406,-74.0054931640625
1,49,1971,39857,40.72966003417969,-74.00733184814453,40.72441864013672,-73.98500061035155
1,50,1972,39859,40.712181091308594,-74.00910186767578,40.719051361083984,-73.99944305419923
2,51,1973,39864,40.740921020507805,-74.00770568847656,40.72703552246094,-74.00550079345702
1,52,1974,39865,40.740581512451165,-74.00525665283203,40.7138786315918,-74.01203155517578
1,53,1975,39866,40.72139358520508,-74.01040649414062,40.713573455810554,-74.01174163818358
2,54,1976,39868,40.72367477416992,-73.98817443847656,40.73973083496094,-74.0022964477539
1,55,1977,39879,40.72774887084961,-74.00312805175781,40.73646545410156,-73.99742889404298
1,56,1978,39886,40.73723983764648,-74.00069427490233,40.73297119140625,-73.99433898925781
1,57,1979,39905,40.72238159179688,-73.99705505371094,40.720020294189446,-74.00965881347656
1,58,1980,39912,40.71205520629882,-74.00635528564453,40.71983337402344,-73.97820281982422
1,59,1981,39912,40.72593688964844,-73.9985122680664,40.7123908996582,-74.00788116455078
1,60,1982,39918,40.72622299194336,-74.00171661376953,40.717597961425774,-74.01423645019531
1,61,1983,39919,40.717376708984375,-74.01062774658203,40.7138900756836,-74.01437377929686
5,62,1984,39921,40.71245956420898,-74.01006317138672,40.71784591674805,-74.0056381225586
1,63,1985,39933,40.70669937133789,-74.01300048828125,40.71715927124024,-73.99884796142578
1,64,1986,39938,40.72536087036133,-73.99580383300781,40.720718383789055,-73.9822769165039
1,65,1987,39942,40.724979400634766,-73.99449920654298,40.73312377929688,-73.99852752685547
2,66,1988,39943,40.71488571166992,-74.01602172851561,40.740867614746094,-74.00755310058594
2,67,1989,39950,40.704833984375,-74.0154037475586,40.715362548828125,-74.01593780517578
1,68,1990,39955,40.743927001953125,-74.00675964355469,40.734649658203125,-74.01000213623048
3,69,1991,39956,40.72101211547852,-74.00847625732422,40.732608795166016,-73.99359893798828
1,70,1992,39977,40.72088241577149,-74.00386047363281,40.707832336425774,-74.0118408203125
6,71,1993,39978,40.718509674072266,-73.987548828125,40.71411895751953,-73.99613189697266
1,72,1994,39978,40.71548080444336,-74.01614379882812,40.71987915039063,-74.00511932373048
1,73,1995,39984,40.73006057739258,-73.99774932861328,40.701416015625,-74.01235961914062
1,74,1996,39988,40.73603057861328,-74.0066680908203,40.723831176757805,-73.99688720703125
1,75,1997,40001,40.721900939941406,-73.99337768554686,40.71648025512695,-74.00238037109375
2,76,1998,40002,40.71680450439453,-73.99735260009764,40.73950958251953,-74.00812530517578
6,77,1999,40005,40.705379486083984,-74.01715850830078,40.71134185791016,-74.01103210449219
1,78,2000,40008,40.72848892211913,-73.98777770996092,40.728530883789055,-74.00447845458984
1,79,2001,40008,40.733840942382805,-73.9992904663086,40.73762130737305,-74.00653839111328
4,80,2002,40009,40.72544097900391,-73.99685668945312,40.723098754882805,-73.98921966552734
5,81,2003,40015,40.703609466552734,-74.01016998291014,40.71434783935546,-74.0003662109375
1,82,2004,40017,40.71402359008789,-74.00873565673827,40.72610855102539,-73.98948669433594
1,83,2005,40023,40.72044372558594,-73.99664306640625,40.741016387939446,-74.0074920654297
2,84,2006,40027,40.732330322265625,-73.996337890625,40.72409057617188,-73.9990005493164
6,85,2007,40030,40.718608856201165,-74.00064086914062,40.72291946411133,-74.00322723388672
1,86,2008,40030,40.74156188964844,-74.00675964355469,40.727638244628906,-74.00353240966798
1,87,2009,40033,40.71783828735352,-74.00572204589844,40.733001708984375,-73.99429321289062
1,88,2010,40042,40.7270736694336,-73.9875717163086,40.74087905883789,-74.00758361816406
1,89,2011,40058,40.73085784912109,-73.99530029296875,40.72658157348633,-74.00691986083984
1,90,2012,40060,40.71617889404297,-74.00484466552734,40.720806121826165,-74.00978088378906
1,91,2013,40068,40.709590911865234,-73.99268341064453,40.70602416992188,-74.0035629272461
5,92,2014,40075,40.717384338378906,-74.01407623291014,40.71973419189453,-74.00875091552734
2,93,2015,40091,40.71941375732422,-73.99058532714845,40.70198822021485,-74.00918579101561
1,94,2016,40097,40.72810363769531,-74.00269317626953,40.730918884277344,-73.98979187011719
1,95,2017,40097,40.724807739257805,-74.0094223022461,40.70751190185546,-74.01276397705078
1,96,2018,40098,40.741817474365234,-74.00701141357422,40.713993072509766,-74.01435852050781
5,97,2019,40100,40.73835754394531,-74.00384521484375,40.740482330322266,-74.00782775878906
1,98,2020,40103,40.73293685913086,-74.0040512084961,40.715614318847656,-74.0029754638672
1,99,2021,40111,40.723529815673835,-73.99085235595702,40.71933364868164,-73.97750091552734
2,100,2022,40113,40.72170639038086,-73.98895263671875,40.733932495117195,-74.00042724609375
1,101,2023,40118,40.733055114746094,-74.00324249267578,40.72809982299805,-74.00869750976561
1,102,2024,40121,40.72727584838867,-73.99376678466798,40.71984100341797,-74.00975799560547
1,103,2025,40125,40.72281646728516,-73.99821472167967,40.701953887939446,-74.0095443725586
6,104,2026,40128,40.715530395507805,-74.00748443603516,40.72252655029297,-74.00616455078125
2,105,2027,40145,40.732398986816406,-74.00057983398438,40.73591232299805,-74.00585174560547
1,106,2028,40147,40.72980117797852,-73.99320983886719,40.71428680419922,-74.01361083984375
2,107,2029,40154,40.72217559814453,-73.99703979492188,40.70523834228516,-74.00711822509764
1,108,2030,40161,40.74136734008789,-74.00738525390625,40.71293258666992,-74.01602172851561
1,109,2031,40162,40.7201042175293,-73.99412536621094,40.70369720458984,-74.01448822021484
3,110,2032,40163,40.73040008544922,-73.99813842773438,40.72393035888672,-74.00601196289062
2,111,2033,40170,40.737491607666016,-74.00830078125,40.70473098754882,-74.01690673828125
4,112,2034,40183,40.7139778137207,-74.00933837890625,40.70426177978516,-74.00901794433594
1,113,2035,40203,40.74087142944336,-74.007568359375,40.70269775390625,-74.01133728027342
1,114,2036,40207,40.72484588623047,-73.99034118652342,40.72769546508789,-73.98521423339844
2,115,2037,40208,40.72163009643555,-73.98349761962889,40.72731018066406,-74.00035095214845
1,116,2038,40209,40.72461318969727,-74.00225067138672,40.71405792236328,-74.01496124267578
1,117,2039,40212,40.71392822265625,-74.01497650146483,40.73454284667969,-74.00138854980467
1,118,2040,40213,40.72503280639648,-73.98878479003906,40.723270416259766,-74.00736999511719
1,119,2041,40215,40.724796295166016,-73.98439025878906,40.717994689941406,-74.0146484375
1,120,2042,40216,40.7306022644043,-73.99281311035155,40.72638320922852,-73.9832992553711
1,121,2043,40229,40.709510803222656,-74.01502227783203,40.70642852783203,-74.00572204589844
1,122,2044,40232,40.73411178588867,-74.00629425048828,40.72684860229492,-73.99649047851561
1,123,2045,40233,40.70781707763672,-74.01158905029298,40.729591369628906,-74.00384521484375
1,124,2046,40236,40.72765350341797,-74.00308227539062,40.72199630737305,-73.99555969238281
1,125,2047,40236,40.71680068969727,-74.0163803100586,40.7193489074707,-74.00200653076173
1,126,2048,40240,40.72513961791992,-73.9972152709961,40.71918869018555,-74.00202178955078
1,127,2049,40243,40.73703384399414,-74.0002670288086,40.73235702514648,-73.99137878417967
3,128,2050,40259,40.719181060791016,-73.99732971191406,40.72602081298828,-73.98355102539062
2,129,2051,40260,40.72518157958984,-74.00752258300781,40.73727798461913,-73.99884033203125
5,130,2052,40262,40.72930145263672,-73.99185180664062,40.71395111083984,-73.99272155761719
1,131,2053,40264,40.719181060791016,-74.00469970703125,40.72283172607422,-73.98845672607422
5,132,2054,40266,40.721168518066406,-73.99832153320312,40.737598419189446,-74.00759887695312
1,133,2055,40268,40.71763610839844,-74.00765228271484,40.723052978515625,-73.98908233642578
1,134,2056,40268,40.72186279296875,-74.00009155273438,40.71402359008789,-74.01473236083984
1,135,2057,40273,40.72155380249024,-73.98368072509764,40.72734069824219,-73.98554229736328
5,136,2058,40279,40.70584487915039,-74.00589752197266,40.72467803955078,-73.9844207763672
1,137,2059,40289,40.727420806884766,-74.0072021484375,40.71775817871094,-74.00755310058594
1,138,2060,40300,40.722652435302734,-74.00347900390625,40.7183723449707,-73.98922729492188
6,139,2061,40304,40.73284149169922,-74.0074462890625,40.73473358154297,-74.00022888183594
1,140,2062,40308,40.72084045410156,-74.010009765625,40.731231689453125,-74.01016235351561
1,141,2063,40313,40.717483520507805,-73.99113464355469,40.71010208129882,-74.0096435546875
6,142,2064,40314,40.73773193359375,-74.00445556640625,40.74070739746094,-74.00466918945312
1,143,2065,40322,40.71815490722656,-73.98623657226561,40.72478485107422,-74.00090026855469
2,144,2066,40327,40.725772857666016,-73.99647521972656,40.71016311645508,-74.0095977783203
1,145,2067,40330,40.7036018371582,-74.00726318359375,40.71882247924805,-74.01055908203125
5,146,2068,40332,40.72507095336913,-74.00306701660156,40.71778106689453,-74.00039672851561
1,147,2069,40332,40.707157135009766,-74.007568359375,40.72513961791992,-73.99696350097656
1,148,2070,40333,40.70655059814453,-74.0086212158203,40.717132568359375,-73.99127960205078
1,149,2071,40340,40.719062805175774,-74.00506591796875,40.73399353027344,-74.00041961669923
1,150,2072,40344,40.71364974975586,-74.00933074951173,40.71171188354492,-74.01580047607422
1,151,2073,40351,40.712669372558594,-73.98921966552734,40.706180572509766,-74.00360107421875
1,152,2074,40356,40.722259521484375,-73.98605346679686,40.72806167602539,-73.98517608642578
1,153,2075,40360,40.72774887084961,-74.00559234619139,40.721294403076165,-73.98957061767578
1,154,2076,40362,40.71424865722656,-74.0155258178711,40.73196029663086,-74.00774383544923
1,155,2077,40362,40.716400146484375,-74.00670623779298,40.71588897705078,-74.01119232177734
1,156,2078,40367,40.7309455871582,-74.00772094726561,40.7309455871582,-74.00772094726561
1,157,2079,40369,40.72308349609375,-73.9857177734375,40.73331832885742,-74.00514221191406
3,158,2080,40375,40.70821762084961,-74.0069580078125,40.71438217163086,-74.00039672851561
1,159,2081,40376,40.72789001464844,-73.99480438232422,40.71036529541016,-74.0058364868164
1,160,2082,40380,40.733108520507805,-74.00001525878906,40.72887420654297,-73.98866271972656
2,161,2083,40385,40.7198600769043,-73.9994125366211,40.714649200439446,-74.00621032714845
1,162,2084,40391,40.73426055908203,-74.00235748291014,40.73052978515625,-74.00968170166014
1,163,2085,40397,40.73051071166992,-73.99230194091797,40.727100372314446,-74.00724029541014
1,164,2086,40401,40.72436141967773,-73.99383544921875,40.7071418762207,-74.00525665283203
1,165,2087,40407,40.72275161743164,-74.00799560546875,40.708808898925774,-74.00743103027342
6,166,2088,40417,40.72905731201172,-74.00692749023438,40.70502853393555,-74.01679992675781
1,167,2089,40419,40.722820281982415,-74.002197265625,40.74116134643555,-74.00593566894531
1,168,2090,40419,40.715126037597656,-74.00787353515625,40.74456787109375,-74.00828552246092
1,169,2091,40433,40.738235473632805,-73.99998474121092,40.711063385009766,-74.00875854492188
5,170,2092,40435,40.7255859375,-74.00550842285155,40.70305633544922,-74.01447296142578
6,171,2093,40437,40.734241485595696,-73.99492645263672,40.73096084594727,-74.00675964355469
1,172,2094,40440,40.727149963378906,-73.99531555175781,40.71848678588867,-74.00379180908203
6,173,2095,40442,40.709518432617195,-74.0147705078125,40.72580337524414,-74.00699615478516
1,174,2096,40443,40.724212646484375,-73.98766326904298,40.72346878051758,-73.98294830322266
1,175,2097,40450,40.71149444580078,-74.01081848144531,40.72397232055664,-73.99664306640625
1,176,2098,40452,40.727027893066406,-73.98884582519531,40.72233581542969,-73.98729705810547
1,177,2099,40455,40.73311614990234,-73.99966430664062,40.73311614990234,-73.99966430664062
1,178,2100,40456,40.7126350402832,-74.0118637084961,40.71041488647461,-74.00691223144531
1,179,2101,40456,40.73579788208008,-74.0065155029297,40.731441497802734,-74.00662231445312
1,180,2102,40468,40.7209587097168,-74.0052490234375,40.731399536132805,-74.00366973876953
1,181,2103,40472,40.72095489501953,-74.010009765625,40.71393585205078,-74.01155853271484
1,182,2104,40477,40.70817565917969,-74.01382446289062,40.70909881591797,-74.01193237304686
2,183,2105,40479,40.7148551940918,-74.00576782226561,40.73106384277344,-74.00462341308595
1,184,2106,40485,40.741485595703125,-74.00714111328125,40.714500427246094,-74.01142883300781
1,185,2107,40494,40.72672271728516,-73.98591613769531,40.72347259521485,-73.99610137939453
1,186,2108,40495,40.71773147583008,-74.0031967163086,40.7252082824707,-73.99727630615233
5,187,2109,40497,40.740772247314446,-74.0076904296875,40.72486114501953,-74.00272369384764
1,188,2110,40504,40.730178833007805,-74.00040435791014,40.71512985229492,-74.01363372802734
1,189,2111,40505,40.72917175292969,-74.0112075805664,40.72697448730469,-74.0001449584961
1,190,2112,40516,40.72896194458008,-73.9940185546875,40.708980560302734,-74.01109313964845
2,191,2113,40521,40.7285385131836,-74.00706481933594,40.7216911315918,-74.00982666015625
1,192,2114,40534,40.73390579223633,-74.00846862792967,40.7238655090332,-74.00031280517578
1,193,2115,40535,40.71518707275391,-74.00753784179686,40.73594665527344,-73.99769592285155
1,194,2116,40536,40.72479248046875,-73.99549865722656,40.728492736816406,-74.00464630126953
5,195,2117,40537,40.706661224365234,-74.01284790039062,40.718658447265625,-74.00679779052734
1,196,2118,40538,40.71044158935546,-74.01604461669923,40.71379852294922,-74.00701904296875
1,197,2119,40543,40.73019027709961,-73.99298858642578,40.716922760009766,-74.0019302368164
1,198,2120,40543,40.70726776123047,-74.00383758544923,40.715362548828125,-74.00263977050781
4,199,2121,40548,40.71609878540039,-74.00895690917967,40.71133041381836,-74.0152816772461
1,200,2122,40552,40.71217727661133,-74.0101318359375,40.716453552246094,-74.00526428222656
1,201,2123,40556,40.7127685546875,-74.01392364501953,40.727981567382805,-73.99469757080078
1,202,2124,40559,40.722969055175774,-73.99722290039062,40.70597076416016,-74.01609802246092
1,203,2125,40562,40.70426177978516,-74.0088348388672,40.7219123840332,-73.99722290039062
1,204,2126,40563,40.73138046264648,-74.00415802001953,40.711421966552734,-74.00878143310547
1,205,2127,40564,40.72286987304688,-73.99830627441406,40.71406936645508,-74.00457000732422
2,206,2128,40566,40.72240829467773,-73.98648834228516,40.72377014160156,-73.99896240234375
1,207,2129,40566,40.727821350097656,-74.00714874267578,40.74031829833984,-74.00376892089844
1,208,2130,40567,40.71753692626953,-74.01380920410156,40.73841857910156,-74.00385284423827
1,209,2131,40587,40.72756576538086,-73.99525451660156,40.72043991088867,-74.00107574462889
1,210,2132,40591,40.708152770996094,-74.00334167480467,40.70795822143555,-74.0115966796875
1,211,2133,40591,40.72705078125,-74.00335693359375,40.73347854614258,-74.00292205810547
2,212,2134,40595,40.74177932739258,-74.00483703613281,40.72906112670898,-74.00537872314453
1,213,2135,40597,40.71418762207031,-74.01483917236328,40.70542907714844,-74.01724243164062
2,214,2136,40600,40.740867614746094,-74.00762939453125,40.724807739257805,-73.99725341796875
6,215,2137,40605,40.71450424194336,-74.01535034179686,40.705753326416016,-74.01325988769531
1,216,2138,40605,40.73308181762695,-74.00304412841797,40.72437286376953,-73.99742889404298
1,217,2139,40607,40.72176361083984,-74.00021362304686,40.721954345703125,-74.009765625
1,218,2140,40609,40.73231506347656,-73.99638366699219,40.72246551513672,-74.00362396240233
2,219,2141,40612,40.72732925415039,-74.00045013427734,40.73944091796875,-74.0079574584961
1,220,2142,40619,40.70483016967773,-74.01193237304686,40.71965408325195,-73.9932861328125
1,221,2143,40635,40.702442169189446,-74.01375579833984,40.72273254394531,-74.00525665283203
1,222,2144,40640,40.71272659301758,-74.00971221923827,40.71323013305664,-74.00902557373048
1,223,2145,40646,40.723411560058594,-74.0081787109375,40.73982620239258,-74.00247955322266
1,224,2146,40646,40.7228889465332,-73.9858169555664,40.722270965576165,-73.99324798583984
1,225,2147,40652,40.72223281860352,-73.99700927734375,40.728221893310554,-73.99284362792967
1,226,2148,40655,40.73867034912109,-73.9999771118164,40.737171173095696,-73.99852752685547
3,227,2149,40658,40.71794128417969,-74.00811767578125,40.7251205444336,-73.99214172363281
2,228,2150,40662,40.728321075439446,-73.98794555664062,40.725093841552734,-74.0042495727539
1,229,2151,40664,40.72597885131836,-74.0081787109375,40.71963882446289,-73.99829864501953
1,230,2152,40668,40.72357177734375,-74.00048828125,40.73208236694336,-73.99441528320312
1,231,2153,40683,40.71953582763672,-73.99461364746092,40.70737457275391,-74.00435638427734
1,232,2154,40683,40.708450317382805,-74.00782775878906,40.71495819091797,-73.99198913574217
2,233,2155,40685,40.708251953125,-74.01466369628906,40.71195602416992,-74.01554107666014
1,234,2156,40695,40.728759765625,-74.00521087646483,40.7206916809082,-74.00670623779298
1,235,2157,40698,40.731258392333984,-74.00132751464844,40.727886199951165,-74.00734710693358
1,236,2158,40704,40.73648834228516,-74.00670623779298,40.70473098754882,-74.01662445068358
2,237,2159,40704,40.725955963134766,-74.00083923339844,40.734004974365234,-73.99920654296875
1,238,2160,40712,40.723827362060554,-74.00039672851561,40.7076416015625,-74.00393676757811
1,239,2161,40721,40.73640060424805,-74.00108337402342,40.7152214050293,-74.0160903930664
1,240,2162,40722,40.70345306396485,-74.00993347167967,40.727783203125,-74.000244140625
3,241,2163,40726,40.727344512939446,-74.00056457519531,40.71390151977539,-74.01405334472656
2,242,2164,40728,40.72159957885742,-73.99517822265625,40.71205139160156,-73.99951934814453
1,243,2165,40732,40.71128845214844,-74.01564788818358,40.703079223632805,-74.01445770263672
1,244,2166,40733,40.716304779052734,-74.0050048828125,40.71353912353516,-73.99634552001953
6,245,2167,40734,40.722652435302734,-73.98857879638672,40.71895217895508,-73.97589111328125
1,246,2168,40739,40.7137107849121,-74.01029968261719,40.70257186889648,-74.01315307617188
2,247,2169,40744,40.73881149291992,-74.00306701660156,40.72383880615234,-74.00055694580078
1,248,2170,40744,40.7059440612793,-74.01689147949217,40.70709228515625,-74.00595092773438
1,249,2171,40746,40.71986770629882,-74.01022338867188,40.7317771911621,-74.0081558227539
1,250,2172,40747,40.70943069458008,-74.01495361328125,40.72759628295898,-74.00729370117188
1,251,2173,40748,40.733642578125,-73.99539947509764,40.706878662109375,-74.00696563720702
1,252,2174,40751,40.73214721679688,-73.99639129638672,40.73346328735352,-73.99955749511719
1,253,2175,40753,40.718849182128906,-74.01029205322266,40.724609375,-73.9943618774414
1,254,2176,40755,40.715679168701165,-74.01089477539062,40.7237663269043,-73.996337890625
2,255,2177,40759,40.71609878540039,-74.01502227783203,40.71950149536133,-74.01020050048828
1,256,2178,40764,40.731224060058594,-73.99179077148438,40.724979400634766,-73.9983673095703
1,257,2179,40765,40.707820892333984,-74.0081329345703,40.72024154663086,-74.00579071044923
1,258,2180,40770,40.717960357666016,-74.00310516357422,40.71686553955078,-74.01216888427734
1,259,2181,40773,40.716251373291016,-74.00921630859375,40.72417449951172,-74.00121307373048
1,260,2182,40777,40.723457336425774,-74.00482177734375,40.73086929321289,-73.98967742919923
5,261,2183,40783,40.735599517822266,-74.0018310546875,40.7251205444336,-73.99581909179686
1,262,2184,40784,40.729198455810554,-73.99367523193358,40.70719146728516,-74.0079345703125
2,263,2185,40805,40.7153434753418,-74.00921630859375,40.71421051025391,-73.9998550415039
1,264,2186,40807,40.7435302734375,-74.00733184814453,40.716400146484375,-74.01127624511719
5,265,2187,40811,40.70738983154297,-74.01718902587889,40.70523071289063,-74.00514221191406
1,266,2188,40811,40.72161102294922,-74.00604248046875,40.7181510925293,-74.00027465820312
1,267,2189,40819,40.71171188354492,-74.01580047607422,40.74168014526367,-74.00707244873048
2,268,2190,40819,40.705020904541016,-74.01358032226561,40.73106384277344,-73.9905014038086
2,269,2191,40820,40.72838592529297,-74.00545501708984,40.7192497253418,-74.00202941894531
1,270,2192,40822,40.70531463623047,-74.01728820800781,40.710479736328125,-74.01131439208984
1,271,2193,40823,40.7194938659668,-73.99003601074217,40.72599411010742,-73.99958038330078
1,272,2194,40827,40.72441864013672,-73.99718475341797,40.71665191650391,-74.00439453125
1,273,2195,40828,40.72395324707031,-73.99774169921875,40.710235595703125,-74.00987243652342
1,274,2196,40834,40.72257995605469,-73.98693084716798,40.71475982666016,-74.01596069335938
2,275,2197,40834,40.709503173828125,-74.01412963867188,40.70401763916016,-74.01166534423827
6,276,2198,40836,40.72842025756836,-73.99273681640625,40.73875045776367,-74.00377655029298
1,277,2199,40845,40.71493148803711,-74.01490020751953,40.721538543701165,-74.01004028320312
1,278,2200,40848,40.72127151489258,-73.99745178222656,40.72631072998047,-73.9862289428711
1,279,2201,40851,40.724945068359375,-73.98423767089844,40.71063232421875,-74.00937652587889
3,280,2202,40854,40.71306991577149,-74.0037612915039,40.72618865966797,-74.0058364868164
1,281,2203,40858,40.70536804199219,-74.0066146850586,40.71206283569336,-74.01019287109375
3,282,2204,40859,40.71384811401367,-73.99756622314453,40.7063102722168,-74.01303100585938
1,283,2205,40863,40.71732711791992,-74.01076507568358,40.73348236083984,-74.00849914550781
3,284,2206,40865,40.70919418334961,-74.01171112060547,40.7183837890625,-73.99025726318358
1,285,2207,40869,40.72735595703125,-74.00320434570312,40.740478515625,-74.00413513183594
1,286,2208,40872,40.71657943725586,-74.00099945068358,40.72425079345703,-73.99717712402342
1,287,2209,40874,40.71773147583008,-74.01396942138672,40.72408676147461,-74.00090026855469
1,288,2210,40876,40.73638153076172,-74.00110626220702,40.725601196289055,-74.00420379638672
1,289,2211,40876,40.70667266845703,-74.00897979736328,40.72070693969727,-74.00994873046875
2,290,2212,40878,40.71923065185546,-74.00202178955078,40.71202087402344,-74.01035308837889
1,291,2213,40880,40.72356414794922,-73.99763488769531,40.7129135131836,-74.00748443603516
1,292,2214,40881,40.72199630737305,-73.98554992675781,40.71886444091797,-73.97564697265625
1,293,2215,40911,40.72903060913086,-73.99366760253906,40.72444534301758,-74.0029067993164
1,294,2216,40912,40.72461700439453,-74.0017852783203,40.74135208129882,-74.00410461425781
1,295,2217,40915,40.70662689208984,-74.00604248046875,40.71539688110352,-74.01375579833984
1,296,2218,40918,40.741241455078125,-74.00730895996092,40.7139892578125,-74.01438140869139
1,297,2219,40927,40.72312927246094,-73.99907684326173,40.71464538574219,-74.0056915283203
1,298,2220,40932,40.71595764160156,-74.007080078125,40.73397064208984,-74.00041961669923
1,299,2221,40942,40.7101936340332,-74.01177978515625,40.72156524658203,-73.99318695068358
4,300,2222,40949,40.70780944824219,-74.01191711425781,40.718574523925774,-74.00090026855469
1,301,2223,40950,40.71554946899414,-74.00942993164062,40.711471557617195,-74.01555633544923
1,302,2224,40951,40.72687149047852,-73.99169158935547,40.72044372558594,-73.99977111816406
1,303,2225,40955,40.73325347900391,-74.00631713867188,40.72024154663086,-74.00616455078125
1,304,2226,40957,40.722515106201165,-73.99775695800781,40.71551132202149,-73.98699188232422
3,305,2227,40962,40.72336959838867,-74.00324249267578,40.70484161376953,-74.01712036132812
1,306,2228,40970,40.71875381469727,-73.988037109375,40.70440673828125,-74.01192474365233
1,307,2229,40980,40.719947814941406,-73.99845886230467,40.72731018066406,-74.00167846679686
2,308,2230,40982,40.72330093383789,-73.99916076660156,40.712158203125,-74.00788879394531
1,309,2231,40991,40.72425842285156,-73.99723052978516,40.70690536499024,-74.0175552368164
1,310,2232,40996,40.72159576416016,-73.98358917236328,40.732303619384766,-74.00543975830078
1,311,2233,40996,40.71188735961913,-74.00831604003906,40.71038055419922,-74.0096435546875
1,312,2234,40998,40.71844100952149,-74.00517272949219,40.73669052124024,-74.00579833984375
1,313,2235,40998,40.72695541381836,-73.98594665527344,40.72850799560546,-74.0042266845703
1,314,2236,41002,40.72833633422852,-73.99434661865233,40.73362350463867,-74.00294494628906
1,315,2237,41005,40.73239135742188,-74.00537872314453,40.72189331054688,-73.99869537353516
