tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_time_sec,dropoff_time_sec,min_travel_time
2015-07-13 16:00,2015-07-13 16:14,2,1,-73.97948456,40.74648666,-73.98623657,40.75602722,57615,58498,883
2015-07-13 16:00,2015-07-13 16:04,1,0.96,-73.99648285,40.76232147,-73.99282074,40.75355911,57615,57869,254
2015-07-13 16:00,2015-07-13 16:26,1,6.08,-73.97000122,40.75652313,-74.00766754,40.70503235,57616,59214,1598
2015-07-13 16:00,2015-07-13 16:15,1,1.6,-73.98792267,40.74909973,-74.00771332,40.74293137,57616,58556,940
2015-07-13 16:00,2015-07-13 16:12,1,0.55,-73.97480774,40.75588608,-73.98396301,40.75936508,57617,58361,744
2015-07-13 16:00,2015-07-13 16:09,1,1.87,-74.00601196,40.74375534,-74.01232147,40.72055817,57617,58179,562
2015-07-13 16:00,2015-07-13 16:06,1,0.8,-74.01746368,40.70791245,-74.01542664,40.71534729,57618,58006,388
2015-07-13 16:00,2015-07-13 16:22,1,1.9,-73.99420929,40.75118256,-73.97303772,40.75563812,57618,58951,1333
2015-07-13 16:00,2015-07-13 16:06,1,0.9,-73.98966217,40.7336998,-73.97793579,40.73762512,57618,58011,393
2015-07-13 16:00,2015-07-13 16:14,2,1.79,-73.96938324,40.7638855,-73.98184967,40.7453537,57618,58459,841
2015-07-13 16:00,2015-07-13 16:22,1,2.56,-74.00299835,40.73342896,-73.978508,40.7589798,57619,58970,1351
2015-07-13 16:00,2015-07-13 16:17,1,2.13,-73.97245026,40.76495743,-73.99184418,40.73823547,57619,58645,1026
2015-07-13 16:00,2015-07-13 16:05,1,0.9,-74.00801086,40.74023819,-74.00630951,40.74856567,57619,57927,308
2015-07-13 16:00,2015-07-13 16:13,2,2.9,-74.0150528,40.71374512,-73.99872589,40.73492813,57619,58381,762
2015-07-13 16:00,2015-07-13 16:06,1,1.1,-73.9788208,40.73703384,-73.9914093,40.73088837,57619,57974,355
2015-07-13 16:00,2015-07-13 16:15,1,1.54,-73.99533844,40.74958038,-73.9821701,40.76896667,57621,58501,880
2015-07-13 16:00,2015-07-13 16:14,3,2.8,-74.00834656,40.7465477,-74.01629639,40.70875549,57622,58483,861
2015-07-13 16:00,2015-07-13 16:08,1,0.9,-73.9813385,40.7586441,-73.9901123,40.75126648,57622,58129,507
2015-07-13 16:00,2015-07-13 16:15,1,1.6,-73.99451447,40.75907516,-73.97267914,40.7538147,57622,58545,923
2015-07-13 16:00,2015-07-13 16:03,1,0.5,-73.96833038,40.7615242,-73.96727753,40.75683975,57622,57796,174
2015-07-13 16:00,2015-07-13 16:05,1,0.67,-73.9912796,40.75934219,-73.98271942,40.76062012,57622,57930,308
2015-07-13 16:00,2015-07-13 16:10,1,1.67,-73.99924469,40.75443268,-73.97786713,40.76286316,57622,58207,585
2015-07-13 16:00,2015-07-13 16:15,1,1.5,-73.98699951,40.73920822,-73.99958801,40.75226974,57622,58521,899
2015-07-13 16:00,2015-07-13 16:05,1,0.49,-73.97519684,40.74994659,-73.97821045,40.75468826,57623,57956,333
2015-07-13 16:00,2015-07-13 16:22,1,3.4,-73.97927856,40.7619133,-74.00580597,40.74039841,57624,58955,1331
2015-07-13 16:00,2015-07-13 16:07,1,0.98,-74.00566864,40.72605896,-74.00619507,40.71434402,57624,58073,449
2015-07-13 16:00,2015-07-13 16:21,1,2.33,-74.00744629,40.72741699,-74.01159668,40.7037735,57625,58865,1240
2015-07-13 16:00,2015-07-13 16:08,1,1,-74.00219727,40.72950745,-73.99001312,40.73390961,57625,58091,466
2015-07-13 16:00,2015-07-13 16:08,1,1.3,-73.98816681,40.75426865,-74.0017395,40.74051285,57626,58082,456
2015-07-13 16:00,2015-07-13 16:09,1,2,-74.00457764,40.74196625,-74.01043701,40.71911621,57626,58194,568
2015-07-13 16:00,2015-07-13 16:50,1,6.7,-73.99129486,40.74961853,-73.98697662,40.74251556,57627,60641,3014
2015-07-13 16:00,2015-07-13 16:15,1,3.7,-74.00679779,40.70574951,-73.99799347,40.7240715,57627,58539,912
2015-07-13 16:00,2015-07-13 16:05,5,0.69,-73.98162842,40.74686813,-73.98065186,40.7538414,57628,57952,324
2015-07-13 16:00,2015-07-13 16:13,1,1.31,-73.97350311,40.75005341,-73.98908234,40.7483902,57628,58432,804
2015-07-13 16:00,2015-07-13 16:06,1,1.22,-73.9888916,40.73672104,-73.97924042,40.7499733,57629,57985,356
2015-07-13 16:00,2015-07-13 16:04,2,0.4,-74.00738525,40.71590805,-74.00216675,40.71517944,57629,57843,214
2015-07-13 16:00,2015-07-13 16:19,2,1.2,-73.99241638,40.75617599,-73.97111511,40.75155258,57630,58754,1124
2015-07-13 16:00,2015-07-13 16:10,1,1.1,-73.9743042,40.759552,-73.9743042,40.759552,57630,58206,576
2015-07-13 16:00,2015-07-13 16:14,2,1.6,-73.97351837,40.7634964,-73.98480988,40.74289322,57630,58448,818
2015-07-13 16:00,2015-07-13 16:04,1,0.6,-73.9724884,40.76200867,-73.9814682,40.76663971,57630,57862,232
2015-07-13 16:00,2015-07-13 16:13,2,1.24,-73.98795319,40.74971008,-73.97299194,40.75444031,57630,58380,750
2015-07-13 16:00,2015-07-13 16:05,2,0.78,-73.99563599,40.73676682,-74.00039673,40.73006821,57631,57927,296
2015-07-13 16:00,2015-07-13 16:10,2,0.93,-74.00086975,40.72594833,-73.99640656,40.7163887,57631,58253,622
2015-07-13 16:00,2015-07-13 16:06,5,0.83,-73.97949982,40.75242615,-73.97156525,40.76327133,57632,58002,370
2015-07-13 16:00,2015-07-13 16:12,1,0.77,-73.98674011,40.74266815,-73.98774719,40.7507019,57632,58344,712
2015-07-13 16:00,2015-07-13 16:25,1,2.55,-73.9798584,40.76607895,-74.00582886,40.74017334,57632,59126,1494
2015-07-13 16:00,2015-07-13 16:15,4,2.27,-73.9783783,40.75211334,-74.00383759,40.74197388,57632,58514,882
2015-07-13 16:00,2015-07-13 16:04,2,0.6,-74.00208282,40.7406311,-74.00302124,40.73512268,57633,57865,232
2015-07-13 16:00,2015-07-13 16:00,1,1.4,-73.97140503,40.74445343,-73.97141266,40.74440765,57633,57637,4
2015-07-13 16:00,2015-07-13 16:07,1,0.7,-73.9923172,40.74833679,-73.99199677,40.75455856,57633,58022,389
2015-07-13 16:00,2015-07-13 16:11,1,1.48,-73.99918365,40.72502518,-74.00576019,40.7400856,57633,58263,630
2015-07-13 16:00,2015-07-13 16:19,5,1.43,-73.9835968,40.74994659,-73.98087311,40.76464081,57633,58788,1155
2015-07-13 16:00,2015-07-13 16:07,1,1.6,-74.00579834,40.73749924,-74.00947571,40.71489334,57634,58024,390
2015-07-13 16:00,2015-07-13 16:11,1,1.26,-73.97460938,40.75638962,-73.98577118,40.74093628,57634,58263,629
2015-07-13 16:00,2015-07-13 16:22,4,5.94,-74.00920868,40.70432663,-73.97193146,40.76021194,57634,58962,1328
2015-07-13 16:00,2015-07-13 16:31,1,3.31,-73.99891663,40.72289658,-73.9784317,40.76216888,57635,59493,1858
2015-07-13 16:00,2015-07-13 16:06,1,1,-73.99863434,40.72590637,-73.98461151,40.72869492,57636,57969,333
2015-07-13 16:00,2015-07-13 16:13,2,1.5,-74.00186157,40.74101639,-73.98673248,40.75743866,57636,58429,793
2015-07-13 16:00,2015-07-13 16:09,1,1.51,-74.0007782,40.74201584,-73.99942017,40.72653198,57636,58143,507
2015-07-13 16:00,2015-07-13 16:23,1,1.3,-73.97746277,40.75195694,-73.9962616,40.75366592,57637,59013,1376
2015-07-13 16:00,2015-07-13 16:15,4,3,-73.98812866,40.74080658,-74.01127625,40.72362137,57637,58557,920
2015-07-13 16:00,2015-07-13 16:05,1,0.9,-74.00326538,40.73887634,-73.99514771,40.74987411,57638,57935,297
2015-07-13 16:00,2015-07-13 16:13,1,2.1,-74.00588226,40.70645523,-73.98471832,40.7256279,57638,58404,766
2015-07-13 16:00,2015-07-13 16:12,1,1.57,-73.99919128,40.72273254,-74.0065918,40.73745346,57638,58323,685
2015-07-13 16:00,2015-07-13 16:10,1,1.5,-73.96749878,40.76073074,-73.99111938,40.76524734,57639,58200,561
2015-07-13 16:00,2015-07-13 16:09,1,0.6,-73.98391724,40.76212311,-73.97426605,40.75688171,57639,58164,525
2015-07-13 16:00,2015-07-13 16:14,1,1.9,-73.97291565,40.76439667,-73.9907074,40.73987961,57639,58452,813
2015-07-13 16:00,2015-07-13 16:12,4,1.44,-74.00170135,40.76197052,-73.98760986,40.74965668,57640,58342,702
2015-07-13 16:00,2015-07-13 16:20,6,3.15,-73.97006226,40.75298309,-74.00182343,40.7191391,57641,58836,1195
2015-07-13 16:00,2015-07-13 16:10,1,0.94,-74.00012207,40.75842667,-73.98594666,40.75244522,57641,58236,595
2015-07-13 16:00,2015-07-13 16:09,1,1.02,-73.99929047,40.7543602,-73.98861694,40.74601364,57641,58187,546
2015-07-13 16:00,2015-07-13 16:12,1,1.3,-73.99369049,40.7495842,-73.99465179,40.7445488,57642,58336,694
2015-07-13 16:00,2015-07-13 16:15,1,3.9,-74.00761414,40.71302795,-73.99732971,40.76041031,57643,58523,880
2015-07-13 16:00,2015-07-13 16:10,1,0.8,-73.9910965,40.75003433,-73.98529816,40.75359726,57643,58239,596
2015-07-13 16:00,2015-07-13 16:20,1,1.67,-73.9681015,40.76272964,-73.98561096,40.75278854,57643,58837,1194
2015-07-13 16:00,2015-07-13 16:16,1,1.7,-73.96880341,40.75066757,-73.9827652,40.76595306,57644,58582,938
2015-07-13 16:00,2015-07-13 16:10,1,1.1,-73.97520447,40.75810242,-73.98776245,40.74920654,57645,58236,591
2015-07-13 16:00,2015-07-13 16:22,1,6.93,-73.9697876,40.75997162,-74.01433563,40.71529388,57645,58921,1276
2015-07-13 16:00,2015-07-13 16:10,1,0.9,-73.98166656,40.75887299,-73.98140717,40.76898575,57645,58230,585
2015-07-13 16:00,2015-07-13 16:08,6,0.94,-73.98904419,40.75852585,-73.9910202,40.75001144,57646,58139,493
2015-07-13 16:00,2015-07-13 16:30,2,4.94,-74.00904846,40.71736908,-74.00533295,40.74617767,57646,59405,1759
2015-07-13 16:00,2015-07-13 16:05,1,0.6,-73.99886322,40.72142029,-74.00674438,40.72027206,57647,57954,307
2015-07-13 16:00,2015-07-13 16:27,1,3.5,-73.97233582,40.76402283,-73.99771118,40.72175217,57647,59262,1615
2015-07-13 16:00,2015-07-13 16:04,1,0.79,-73.9878006,40.73629379,-73.98225403,40.7440033,57647,57868,221
2015-07-13 16:00,2015-07-13 16:03,1,0.7,-73.98282623,40.73115921,-73.97603607,40.74057007,57648,57822,174
2015-07-13 16:00,2015-07-13 16:09,1,1.25,-73.97884369,40.75676727,-73.99036407,40.7406044,57648,58164,516
2015-07-13 16:00,2015-07-13 16:19,1,1.06,-73.97779846,40.75714111,-73.99073792,40.75061035,57648,58772,1124
2015-07-13 16:00,2015-07-13 16:10,1,1.61,-73.9770813,40.75001526,-73.99423218,40.73539734,57648,58226,578
2015-07-13 16:00,2015-07-13 16:07,1,0.71,-73.97857666,40.7568512,-73.98905182,40.75764084,57648,58058,410
2015-07-13 16:00,2015-07-13 16:09,1,0.9,-73.98491669,40.75383759,-73.98406219,40.76389313,57649,58158,509
2015-07-13 16:00,2015-07-13 16:02,5,0.76,-74.00081635,40.73202133,-73.9940033,40.74161148,57649,57778,129
2015-07-13 16:00,2015-07-13 16:21,1,1.96,-73.97386169,40.75110245,-73.98455811,40.76953125,57650,58916,1266
2015-07-13 16:00,2015-07-13 16:06,1,0.98,-73.99734497,40.7223053,-73.99546051,40.73285675,57650,57960,310
2015-07-13 16:00,2015-07-13 16:10,1,0.8,-73.98659515,40.75317764,-73.99203491,40.75187683,57650,58240,590
2015-07-13 16:00,2015-07-13 16:06,1,0.8,-73.99736786,40.7243309,-73.99375153,40.73273468,57650,58012,362
2015-07-13 16:00,2015-07-13 16:12,1,1.1,-73.97792816,40.7383461,-73.99134064,40.73920059,57651,58348,697
2015-07-13 16:00,2015-07-13 16:04,1,0.5,-73.99568176,40.74906921,-73.99116516,40.75561142,57651,57845,194
2015-07-13 16:00,2015-07-13 16:07,1,1.03,-74.00241852,40.72977066,-74.0103302,40.71902847,57651,58061,410
2015-07-13 16:00,2015-07-13 16:06,1,0.53,-73.9825058,40.75906372,-73.9784317,40.75424576,57652,57964,312
2015-07-13 16:00,2015-07-13 16:11,1,1.12,-74.00676727,40.74921036,-74.00518036,40.73612976,57652,58308,656
2015-07-13 16:00,2015-07-13 16:03,1,0.31,-73.99515533,40.73400879,-73.99730682,40.73680878,57652,57816,164
2015-07-13 16:00,2015-07-13 16:05,1,0.57,-73.99854279,40.74515152,-73.98932648,40.74094009,57652,57929,277
2015-07-13 16:00,2015-07-13 16:24,1,2.2,-73.98755646,40.7326088,-73.97746277,40.7588501,57653,59072,1419
2015-07-13 16:00,2015-07-13 16:18,3,1.9,-73.99976349,40.72253418,-74.01212311,40.70272064,57653,58719,1066
2015-07-13 16:00,2015-07-13 16:15,1,2.1,-74.00556946,40.71455383,-73.99362946,40.72562027,57654,58507,853
2015-07-13 16:00,2015-07-13 16:07,2,1.07,-73.98033142,40.75413132,-73.99015045,40.74079132,57654,58049,395
2015-07-13 16:00,2015-07-13 16:18,1,2.5,-74.00313568,40.73907471,-73.97564697,40.75803757,57655,58688,1033
2015-07-13 16:00,2015-07-13 16:04,5,0.68,-73.99706268,40.72535324,-73.9896698,40.72939301,57656,57843,187
2015-07-13 16:00,2015-07-13 16:04,1,0.85,-73.98671722,40.74271011,-73.99166107,40.73287964,57656,57870,214
2015-07-13 16:00,2015-07-13 16:20,1,2.8,-74.0018692,40.71550369,-73.98987579,40.74733353,57656,58830,1174
2015-07-13 16:00,2015-07-13 16:05,1,1.63,-74.00863647,40.73272705,-74.00096893,40.7522316,57657,57924,267
2015-07-13 16:00,2015-07-13 16:21,1,3.5,-74.01289368,40.70788956,-73.98622131,40.74860001,57657,58885,1228
2015-07-13 16:00,2015-07-13 16:09,6,1.62,-74.00021362,40.72525024,-73.99356842,40.73898315,57657,58163,506
2015-07-13 16:00,2015-07-13 16:13,1,0.89,-73.98925018,40.7481308,-73.97907257,40.75357056,57657,58386,729
2015-07-13 16:00,2015-07-13 16:15,1,1.8,-73.99353027,40.74971771,-73.97370911,40.75479889,57658,58544,886
2015-07-13 16:00,2015-07-13 16:11,5,0.85,-73.97660828,40.75943375,-73.986763,40.75569916,57659,58266,607
2015-07-13 16:00,2015-07-13 16:18,1,5.23,-74.01531219,40.70865631,-73.9855423,40.73566818,57659,58705,1046
2015-07-13 16:00,2015-07-13 16:23,1,2.36,-73.96749878,40.7604332,-73.99209595,40.74920273,57659,59000,1341
2015-07-13 16:00,2015-07-13 16:14,2,2.07,-73.981987,40.73127747,-74.00466156,40.71710587,57659,58446,787
2015-07-13 16:01,2015-07-13 16:07,1,1.1,-73.99486542,40.73457718,-74.00097656,40.72389603,57660,58074,414
2015-07-13 16:01,2015-07-13 16:04,1,0.81,-74.00218201,40.74007034,-73.99542236,40.74939728,57660,57893,233
2015-07-13 16:01,2015-07-13 16:16,1,3.12,-73.98618317,40.75527573,-74.00671387,40.72013092,57661,58597,936
2015-07-13 16:01,2015-07-13 16:08,1,1.91,-74.00553131,40.71803284,-73.99201202,40.73862839,57661,58129,468
2015-07-13 16:01,2015-07-13 16:14,5,1.95,-73.99930573,40.7220993,-74.0118103,40.70297623,57662,58471,809
2015-07-13 16:01,2015-07-13 16:15,1,1.87,-73.99160004,40.74446106,-74.00971985,40.72782898,57662,58504,842
2015-07-13 16:01,2015-07-13 16:16,1,1.4,-73.98918915,40.74786377,-73.97159576,40.75208282,57662,58570,908
2015-07-13 16:01,2015-07-13 16:12,2,0.9,-73.97789001,40.76108932,-73.97826385,40.76660919,57663,58345,682
2015-07-13 16:01,2015-07-13 16:18,1,3.2,-73.97898865,40.72011948,-73.99536133,40.7495079,57663,58698,1035
2015-07-13 16:01,2015-07-13 16:12,3,3,-74.00695801,40.70375443,-73.98477936,40.72442245,57663,58337,674
2015-07-13 16:01,2015-07-13 16:07,1,0.89,-74.00744629,40.72733688,-73.99916077,40.73411179,57663,58025,362
2015-07-13 16:01,2015-07-13 16:11,1,1.38,-74.00158691,40.73086166,-73.98848724,40.74819183,57663,58282,619
2015-07-13 16:01,2015-07-13 16:12,1,0.87,-73.97351837,40.764431,-73.97267151,40.75553131,57664,58377,713
2015-07-13 16:01,2015-07-13 16:14,1,1,-73.98577881,40.75997162,-73.97273254,40.75614548,57664,58469,805
2015-07-13 16:01,2015-07-13 16:07,1,0.9,-73.99475861,40.72579193,-73.98548126,40.73510742,57664,58034,370
2015-07-13 16:01,2015-07-13 16:39,2,14.8,-73.97510529,40.75781631,-73.97510529,40.75781631,57665,59980,2315
2015-07-13 16:01,2015-07-13 16:10,1,1.15,-73.99295807,40.73007584,-73.98092651,40.72116089,57665,58241,576
2015-07-13 16:01,2015-07-13 16:06,1,0.79,-73.98931122,40.7429657,-73.99874878,40.73998642,57666,57980,314
2015-07-13 16:01,2015-07-13 16:18,2,1.8,-73.98162079,40.73285675,-73.98605347,40.7521553,57666,58696,1030
2015-07-13 16:01,2015-07-13 16:15,1,2.1,-73.97980499,40.73949432,-74.0011673,40.71839523,57666,58514,848
2015-07-13 16:01,2015-07-13 16:18,2,3,-73.98521423,40.76747894,-74.00839996,40.73936844,57666,58700,1034
2015-07-13 16:01,2015-07-13 16:09,1,0.5,-73.96982574,40.76270676,-73.97792053,40.76058197,57666,58194,528
2015-07-13 16:01,2015-07-13 16:11,1,0.99,-73.98806763,40.74951172,-73.98470306,40.76062012,57667,58275,608
2015-07-13 16:01,2015-07-13 16:24,1,3.3,-73.99770355,40.7206955,-73.97534943,40.76244354,57667,59053,1386
2015-07-13 16:01,2015-07-13 16:14,1,1.3,-73.99450684,40.73216248,-73.98933411,40.74755478,57667,58464,797
2015-07-13 16:01,2015-07-13 16:04,1,0.5,-74.00531769,40.7288475,-74.00093079,40.72402954,57667,57856,189
2015-07-13 16:01,2015-07-13 16:06,5,0.69,-73.98220825,40.77090073,-73.97843933,40.76332855,57667,57963,296
2015-07-13 16:01,2015-07-13 16:06,1,1.2,-73.98886871,40.75336456,-74.00144196,40.73845673,57668,57969,301
2015-07-13 16:01,2015-07-13 16:06,1,0.7,-73.99340057,40.73255157,-73.98457336,40.73527145,57668,58002,334
2015-07-13 16:01,2015-07-13 16:19,2,2.42,-74.0004425,40.72385788,-73.97863007,40.75074387,57668,58779,1111
2015-07-13 16:01,2015-07-13 16:12,1,0.78,-73.9992218,40.75466537,-73.98919678,40.75536346,57668,58375,707
2015-07-13 16:01,2015-07-13 16:01,1,0.1,-74.00813293,40.70661163,-74.0069046,40.70569229,57669,57715,46
2015-07-13 16:01,2015-07-13 16:08,4,2,-74.00959778,40.72784042,-74.00498199,40.74992752,57670,58135,465
2015-07-13 16:01,2015-07-13 16:08,1,0.5,-73.99026489,40.75120163,-73.98381805,40.74685669,57670,58082,412
2015-07-13 16:01,2015-07-13 16:24,1,2.18,-73.99039459,40.73495865,-73.98912048,40.75852585,57671,59058,1387
2015-07-13 16:01,2015-07-13 16:08,1,1.25,-73.9783783,40.75696182,-73.97824097,40.74251938,57673,58129,456
2015-07-13 16:01,2015-07-13 16:08,1,1.02,-73.98832703,40.73741913,-73.97815704,40.74895859,57673,58082,409
2015-07-13 16:01,2015-07-13 16:17,1,2.7,-73.99577332,40.73052597,-73.97555542,40.75820541,57673,58646,973
2015-07-13 16:01,2015-07-13 16:15,1,1.9,-73.99691772,40.72972107,-73.99259949,40.75030518,57674,58552,878
2015-07-13 16:01,2015-07-13 16:04,1,0.2,-74.00376892,40.72547531,-73.99972534,40.72343826,57674,57869,195
2015-07-13 16:01,2015-07-13 16:17,1,2.6,-73.985672,40.75692749,-73.99141693,40.72938538,57676,58646,970
2015-07-13 16:01,2015-07-13 16:11,1,0.7,-73.97029877,40.75914001,-73.98013306,40.7555542,57676,58293,617
2015-07-13 16:01,2015-07-13 16:10,1,1.8,-74.00421906,40.71324158,-73.98529816,40.71061325,57676,58234,558
2015-07-13 16:01,2015-07-13 16:19,1,3.06,-73.97493744,40.76195526,-74.00711823,40.73459625,57676,58750,1074
2015-07-13 16:01,2015-07-13 16:19,2,2.6,-74.00720215,40.72760773,-73.9837265,40.75492859,57677,58791,1114
2015-07-13 16:01,2015-07-13 16:21,1,1.6,-73.96874237,40.7583313,-73.9901123,40.75647736,57677,58908,1231
2015-07-13 16:01,2015-07-13 16:23,1,3.1,-73.97057343,40.76470566,-73.99513245,40.72865677,57677,59011,1334
2015-07-13 16:01,2015-07-13 16:11,1,1.14,-73.98383331,40.76165771,-73.98170471,40.74892044,57677,58285,608
2015-07-13 16:01,2015-07-13 16:04,1,0.1,-73.98251343,40.76172256,-73.98095703,40.76023102,57679,57871,192
2015-07-13 16:01,2015-07-13 16:03,2,0.3,-73.97464752,40.74210739,-73.97322083,40.74620438,57679,57786,107
2015-07-13 16:01,2015-07-13 16:03,1,0.5,-73.97933197,40.75009155,-73.98388672,40.74337006,57680,57826,146
2015-07-13 16:01,2015-07-13 16:15,1,1.89,-73.98497772,40.74520111,-74.00093079,40.72589874,57680,58543,863
2015-07-13 16:01,2015-07-13 16:12,3,1.17,-73.9992218,40.75975037,-73.99239349,40.74818039,57680,58364,684
2015-07-13 16:01,2015-07-13 16:10,6,0.89,-73.99294281,40.75291824,-73.989151,40.76028061,57681,58242,561
2015-07-13 16:01,2015-07-13 16:21,1,2.96,-73.97653198,40.75531769,-74.00347137,40.72374725,57681,58894,1213
2015-07-13 16:01,2015-07-13 16:11,1,1.44,-73.97978973,40.74629974,-73.99572754,40.74132919,57682,58310,628
2015-07-13 16:01,2015-07-13 16:18,1,4.12,-73.96865082,40.74824524,-74.00564575,40.72597122,57683,58720,1037
2015-07-13 16:01,2015-07-13 16:05,1,0.5,-73.97528839,40.75234985,-73.98202515,40.74810028,57684,57939,255
2015-07-13 16:01,2015-07-13 16:09,1,0.8,-74.00765991,40.70773697,-74.01584625,40.70497513,57684,58192,508
2015-07-13 16:01,2015-07-13 16:15,1,2,-73.99341583,40.74225616,-73.9834137,40.76602173,57685,58546,861
2015-07-13 16:01,2015-07-13 16:08,1,1,-73.99409485,40.75128555,-74.00285339,40.76052475,57685,58094,409
2015-07-13 16:01,2015-07-13 16:25,1,3.7,-73.98864746,40.75851059,-74.0061264,40.70519257,57685,59155,1470
2015-07-13 16:01,2015-07-13 16:20,1,1.9,-73.99528503,40.73966599,-73.97451019,40.75638962,57685,58818,1133
2015-07-13 16:01,2015-07-13 16:02,6,0.16,-73.99078369,40.73458099,-73.99143219,40.73220825,57685,57736,51
2015-07-13 16:01,2015-07-13 16:36,3,5.26,-73.98205566,40.76177216,-73.99362183,40.71381378,57685,59782,2097
2015-07-13 16:01,2015-07-13 16:22,1,3.2,-73.97129059,40.76094437,-73.99990845,40.72575378,57686,58968,1282
